primary_fabric,secondary_fabric,cmt,embellishments,trims,compliance,quantity,rejection_factor,markup_pct,base_cost,material_ratio,labor_intensity,embellishment_complexity,order_scale,formula_per_piece,actual_per_piece,formula_total,actual_total
341.84,58.18,36.1,33.28,5.55,16.55,7380,1.102,39.4,491.5,0.8139,0.0734,0.0677,8.9067,755.04,752.42,5572168.65,5552847.67
291.34,101.76,129.89,56.63,51.79,21.08,9781,1.127,24.7,652.49,0.6025,0.1991,0.0868,9.1883,916.99,907.87,8969071.55,8879843.97
52.81,87.16,98.27,41.16,54.01,34.65,6908,1.094,26.7,368.06,0.3803,0.267,0.1118,8.8406,510.17,505.57,3524235.22,3492494.63
91.06,47.57,148.06,75.1,51.08,4.56,6909,1.05,36.5,417.43,0.3321,0.3547,0.1799,8.8407,598.28,604.95,4133527.21,4179632.43
131.9,60.22,60.67,3.35,8.05,25.34,2863,1.032,29.3,289.53,0.6636,0.2095,0.0116,7.96,386.34,393.44,1106096.81,1126417.9
237.75,99.01,31.22,37.91,15.14,35.76,8045,1.048,31.8,456.79,0.7372,0.0683,0.083,8.9929,630.95,631.94,5075973.3,5083919.33
36.09,3.39,131.51,43.7,15.91,36.79,2490,1.123,43.1,267.39,0.1476,0.4918,0.1634,7.8204,429.7,441.68,1069951.02,1099789.02
211.2,84.1,53.86,78.75,39.9,26.19,2335,1.096,40.5,494.0,0.5978,0.109,0.1594,7.7562,760.7,782.97,1776236.18,1828239.4
290.4,108.7,88.84,27.97,47.5,35.53,9778,1.033,9.0,598.94,0.6663,0.1483,0.0467,9.188,674.39,694.46,6594170.48,6790432.73
72.07,3.94,151.63,12.67,23.64,10.21,6314,1.12,29.5,274.16,0.2772,0.5531,0.0462,8.7507,397.64,395.86,2510709.47,2499484.23
179.23,54.54,54.84,65.97,28.04,2.52,4157,1.085,14.4,385.14,0.607,0.1424,0.1713,8.3328,478.05,512.36,1987258.73,2129890.86
22.03,73.7,176.33,30.17,21.98,23.61,5804,1.075,34.6,347.82,0.2752,0.507,0.0867,8.6665,503.28,514.69,2921026.38,2987232.66
79.2,100.74,46.28,60.66,49.4,26.3,9033,1.079,18.7,362.58,0.4963,0.1276,0.1673,9.1088,464.38,480.26,4194768.7,4338168.65
257.62,106.92,64.72,17.23,53.41,11.89,4143,1.011,23.4,511.79,0.7123,0.1265,0.0337,8.3294,638.5,664.84,2645288.5,2754412.95
343.17,65.04,101.87,45.45,37.04,37.26,3686,1.119,33.1,629.83,0.6481,0.1617,0.0722,8.2126,938.06,955.14,3457696.07,3520635.57
122.3,105.5,129.25,78.02,45.95,38.76,5145,1.046,33.1,519.78,0.4383,0.2487,0.1501,8.546,723.65,733.76,3723185.58,3775213.92
271.64,79.69,77.95,33.54,42.75,27.57,9122,1.112,41.1,533.14,0.659,0.1462,0.0629,9.1186,836.51,837.12,7630678.16,7636222.47
48.09,107.01,113.99,56.95,6.64,34.52,3861,1.13,17.1,367.2,0.4224,0.3104,0.1551,8.2589,485.89,495.5,1876021.51,1913128.23
101.69,118.41,109.97,75.94,55.12,34.89,2538,1.062,6.7,496.02,0.4437,0.2217,0.1531,7.8395,562.07,599.93,1426526.17,1522621.27
25.34,53.08,73.97,52.92,32.14,38.1,2555,1.125,20.4,275.55,0.2846,0.2684,0.1921,7.8462,373.23,389.99,953608.97,996423.86
80.25,31.14,137.6,23.89,26.65,35.09,9908,1.042,37.7,334.62,0.3329,0.4112,0.0714,9.2012,480.12,492.83,4757070.11,4882916.43
334.27,45.42,52.77,77.42,52.73,24.01,3343,1.096,27.7,586.62,0.6473,0.09,0.132,8.1149,821.03,839.83,2744698.81,2807564.39
150.79,0.22,61.23,38.0,52.7,20.18,4694,1.011,42.1,323.12,0.4673,0.1895,0.1176,8.4543,464.2,478.07,2178974.56,2244069.0
35.74,14.09,147.47,44.4,17.02,22.97,5220,1.134,37.4,281.69,0.1769,0.5235,0.1576,8.5604,438.91,444.62,2291087.73,2320915.62
186.66,23.26,151.39,58.82,26.97,29.53,1487,1.082,14.1,476.63,0.4404,0.3176,0.1234,7.3052,588.43,642.54,874994.35,955460.25
266.49,40.47,75.14,37.65,26.35,21.71,7531,1.112,9.6,467.81,0.6562,0.1606,0.0805,8.9269,570.14,598.62,4293757.27,4508206.8
114.22,78.6,81.91,1.7,10.38,10.48,4038,1.06,31.3,297.29,0.6486,0.2755,0.0057,8.3038,413.76,416.76,1670772.07,1682861.97
76.07,48.97,156.43,33.96,52.45,22.23,69,1.036,14.4,390.11,0.3205,0.401,0.0871,4.2485,462.35,507.44,31902.3,35013.35
122.8,98.86,146.92,35.24,52.08,27.93,7359,1.035,31.4,483.83,0.4581,0.3037,0.0728,8.9038,658.0,672.04,4842251.15,4945564.81
201.61,35.77,49.52,71.32,15.53,8.12,7965,1.101,26.7,381.87,0.6216,0.1297,0.1868,8.9829,532.7,549.33,4242924.02,4375387.84
52.24,36.46,97.12,21.0,14.31,25.76,8466,1.128,13.4,246.89,0.3593,0.3934,0.0851,9.0439,315.81,325.03,2673646.08,2751737.05
222.24,63.26,170.85,17.23,10.94,33.34,6971,1.041,39.6,517.86,0.5513,0.3299,0.0333,8.8497,752.57,758.7,5246184.95,5288899.67
339.86,85.26,168.47,22.16,24.22,7.83,848,1.027,9.8,647.8,0.6563,0.2601,0.0342,6.7441,730.49,798.92,619454.74,677486.46
54.51,92.05,123.73,47.13,18.32,24.84,5220,1.082,20.1,360.58,0.4065,0.3431,0.1307,8.5604,468.57,502.13,2445920.89,2621101.31
92.42,76.47,54.51,71.14,10.79,33.42,1716,1.093,38.5,338.75,0.4986,0.1609,0.21,7.4483,512.8,528.86,879967.28,907527.59
232.09,8.03,125.15,47.92,35.99,24.78,6433,1.097,33.8,473.96,0.5066,0.2641,0.1011,8.7694,695.67,690.36,4475257.03,4441096.48
65.4,18.29,131.39,13.69,12.23,27.91,1173,1.025,33.5,268.91,0.3112,0.4886,0.0509,7.0682,367.97,391.58,431628.48,459323.2
289.66,90.32,27.02,30.75,15.65,26.12,1376,1.071,13.6,479.52,0.7924,0.0563,0.0641,7.2277,583.41,630.07,802773.38,866974.63
343.27,67.01,34.18,61.57,7.74,31.98,1112,1.038,20.0,545.75,0.7518,0.0626,0.1128,7.0148,679.79,728.74,755922.25,810364.4
293.06,83.29,81.3,64.85,31.01,24.83,9076,1.003,12.7,578.34,0.6507,0.1406,0.1121,9.1135,653.74,681.61,5933385.51,6186333.17
316.31,89.58,165.09,46.78,18.16,7.06,418,1.055,36.0,642.98,0.6313,0.2568,0.0728,6.0379,922.55,986.15,385624.94,412211.54
100.37,47.24,95.03,13.41,51.95,21.18,3801,1.135,15.2,329.18,0.4484,0.2887,0.0407,8.2433,430.41,457.84,1635986.26,1740250.01
217.24,78.84,111.16,45.75,37.0,13.03,6028,1.098,41.0,503.02,0.5886,0.221,0.091,8.7043,778.77,769.23,4694398.46,4636891.54
33.39,3.17,20.23,71.64,22.11,39.68,8680,1.036,17.0,190.22,0.1922,0.1064,0.3766,9.0689,230.57,238.08,2001342.97,2066548.87
142.11,92.59,81.09,78.38,50.46,31.2,8433,1.112,30.2,475.83,0.4932,0.1704,0.1647,9.04,688.92,726.85,5809646.29,6129534.2
348.71,72.24,117.2,68.9,16.03,31.05,6950,1.089,19.2,654.13,0.6435,0.1792,0.1053,8.8466,849.12,891.11,5901372.21,6193243.78
205.41,30.87,23.45,39.84,17.7,9.97,3320,1.028,38.0,327.24,0.722,0.0717,0.1217,8.108,464.24,492.6,1541262.7,1635434.47
333.02,37.92,68.32,13.3,58.61,12.97,3567,1.147,9.6,524.14,0.7077,0.1303,0.0254,8.1798,658.9,697.81,2350305.87,2489095.43
27.96,54.24,123.5,14.63,37.28,14.37,5092,1.133,38.4,271.98,0.3022,0.4541,0.0538,8.5356,426.48,445.25,2171657.66,2267192.46
175.69,66.95,175.75,14.0,7.27,14.16,448,1.117,25.6,453.82,0.5347,0.3873,0.0308,6.107,636.69,678.59,285236.08,304008.87
330.03,71.84,50.68,57.12,55.45,14.61,1823,1.113,19.8,579.73,0.6932,0.0874,0.0985,7.5088,773.0,788.63,1409173.37,1437675.7
315.9,26.12,116.08,70.72,24.17,17.98,859,1.082,37.9,570.97,0.599,0.2033,0.1239,6.7569,851.93,909.0,731809.4,780832.48
113.92,79.33,118.17,67.84,13.09,29.82,6309,1.013,36.4,422.17,0.4578,0.2799,0.1607,8.7499,583.33,626.82,3680202.46,3954618.7
137.4,35.89,105.29,15.47,7.93,31.55,1273,1.01,37.5,333.53,0.5196,0.3157,0.0464,7.1499,463.19,484.12,589640.6,616286.48
161.74,119.13,43.17,73.56,53.34,4.72,1713,1.022,39.5,455.66,0.6164,0.0947,0.1614,7.4466,649.63,700.2,1112816.03,1199444.39
237.62,40.13,123.38,51.38,51.37,18.73,5857,1.035,15.1,522.61,0.5315,0.2361,0.0983,8.6756,622.58,626.88,3646436.15,3671611.45
216.24,39.09,99.79,63.93,33.11,11.83,970,1.002,22.0,463.99,0.5503,0.2151,0.1378,6.8783,567.2,625.28,550183.94,606518.67
191.86,43.66,22.73,78.25,9.9,5.94,8764,1.108,6.9,352.34,0.6684,0.0645,0.2221,9.0785,417.33,432.7,3657478.52,3792204.02
118.33,28.77,77.68,15.22,56.93,26.76,5075,1.059,12.0,323.69,0.4544,0.24,0.047,8.5323,383.92,390.01,1948405.34,1979283.62
306.09,10.13,101.0,71.44,50.76,31.41,8245,1.006,36.5,570.83,0.554,0.1769,0.1252,9.0175,783.86,790.32,6462909.6,6516186.52
286.74,48.6,149.15,43.37,5.03,35.56,8021,1.051,7.7,568.45,0.5899,0.2624,0.0763,8.9899,643.44,659.52,5161063.55,5289975.29
33.95,67.53,73.21,26.75,24.44,23.57,9640,1.087,9.6,249.45,0.4068,0.2935,0.1072,9.1738,297.18,298.37,2864841.77,2876322.47
344.14,111.08,127.39,65.9,9.51,3.49,2716,1.104,24.5,661.51,0.6882,0.1926,0.0996,7.9073,909.23,936.46,2469474.83,2543435.37
247.69,58.53,167.81,14.74,22.72,14.65,3198,1.05,29.7,526.14,0.582,0.3189,0.028,8.0706,716.52,722.82,2291442.98,2311576.92
324.1,79.23,128.71,70.78,37.87,31.91,2672,1.1,37.7,672.6,0.5997,0.1914,0.1052,7.891,1018.79,1034.19,2722199.45,2763353.4
317.18,108.4,101.28,66.76,32.62,27.0,9095,1.057,7.6,653.24,0.6515,0.155,0.1022,9.1156,742.95,734.76,6757137.12,6682627.4
128.26,58.62,140.64,61.48,37.66,25.82,6138,1.043,33.0,452.48,0.413,0.3108,0.1359,8.7224,627.68,620.46,3852673.64,3808382.13
307.97,78.23,26.54,67.16,41.04,38.5,7629,1.145,14.1,559.44,0.6903,0.0474,0.12,8.9398,730.88,746.81,5575865.14,5697392.09
291.03,92.36,130.89,26.36,37.58,3.8,7912,1.082,30.5,582.02,0.6587,0.2249,0.0453,8.9763,821.82,844.76,6502224.49,6683728.37
283.84,70.62,62.8,72.22,28.88,11.96,9696,1.14,7.0,530.32,0.6684,0.1184,0.1362,9.1796,646.88,677.58,6272190.52,6569818.24
82.59,84.44,98.21,30.05,51.04,23.26,3172,1.149,20.0,369.59,0.4519,0.2657,0.0813,8.0624,509.59,518.63,1616421.68,1645108.48
256.37,90.32,123.27,14.55,44.91,13.84,7675,1.013,14.5,543.26,0.6382,0.2269,0.0268,8.9459,630.12,638.55,4836164.29,4900888.21
79.13,3.62,171.95,8.98,37.6,29.15,2851,1.11,18.6,330.43,0.2504,0.5204,0.0272,7.9558,435.0,440.03,1240178.95,1254533.43
24.43,38.08,138.86,26.16,44.37,27.96,6009,1.113,43.2,299.86,0.2085,0.4631,0.0872,8.7012,477.92,481.74,2871831.29,2894767.51
301.63,92.78,82.34,71.85,18.54,22.04,1140,1.128,19.7,589.18,0.6694,0.1398,0.1219,7.0397,795.52,845.19,906893.1,963516.17
205.03,71.91,139.97,75.92,53.93,24.91,6027,1.098,18.0,571.67,0.4844,0.2448,0.1328,8.7042,740.68,770.16,4464069.43,4641747.11
143.03,54.93,143.08,46.5,32.96,12.38,2366,1.019,43.3,432.88,0.4573,0.3305,0.1074,7.7694,632.1,669.46,1495555.85,1583937.7
233.24,32.16,157.73,45.55,40.47,29.57,5529,1.013,36.7,538.72,0.4926,0.2928,0.0846,8.6179,746.0,754.92,4124655.19,4173946.78
228.86,66.98,96.86,11.91,30.76,15.31,7992,1.056,23.3,450.68,0.6564,0.2149,0.0264,8.9863,586.81,562.76,4689761.49,4497563.51
237.47,87.19,101.3,30.84,8.08,10.34,1189,1.144,25.2,475.22,0.6832,0.2132,0.0649,7.0817,680.65,700.53,809295.11,832925.92
195.12,21.04,126.05,8.52,16.26,4.96,3620,1.012,11.9,371.95,0.5812,0.3389,0.0229,8.1945,421.21,446.01,1524767.87,1614554.61
235.03,54.71,113.32,39.53,44.75,27.02,4669,1.086,33.0,514.36,0.5633,0.2203,0.0769,8.4489,742.93,742.23,3468746.22,3465466.82
101.19,0.79,139.08,8.88,11.54,12.43,3052,1.035,35.5,273.91,0.3723,0.5078,0.0324,8.0239,384.14,420.11,1172389.88,1282170.04
25.37,35.23,43.62,26.71,59.33,12.14,5469,1.08,6.3,202.4,0.2994,0.2155,0.132,8.607,232.36,235.98,1270794.87,1290601.9
225.29,64.85,58.4,28.55,12.08,7.3,8712,1.024,10.1,396.47,0.7318,0.1473,0.072,9.0726,446.99,451.63,3894175.08,3934635.11
192.31,7.74,57.36,3.04,27.58,7.39,3234,1.109,24.5,295.42,0.6772,0.1942,0.0103,8.0818,407.89,437.72,1319109.38,1415589.9
172.75,114.78,49.55,57.21,43.46,24.46,5090,1.006,9.5,462.21,0.6221,0.1072,0.1238,8.5352,509.16,555.34,2591607.45,2826696.7
307.56,47.88,27.67,50.76,40.2,7.44,2324,1.09,29.1,481.51,0.7382,0.0575,0.1054,7.7515,677.58,692.99,1574686.76,1610508.2
57.52,119.04,61.76,15.85,8.19,4.38,6239,1.115,6.6,266.74,0.6619,0.2315,0.0594,8.7387,317.04,329.61,1978040.61,2056412.14
89.26,21.04,152.89,71.7,5.74,38.23,6246,1.054,38.9,378.86,0.2911,0.4036,0.1893,8.7399,554.65,583.01,3464364.59,3641500.23
346.78,88.63,126.67,57.76,56.85,10.25,1589,1.148,8.3,686.94,0.6338,0.1844,0.0841,7.3715,854.06,926.21,1357103.74,1471745.05
225.12,4.18,105.61,30.74,9.29,14.3,5955,1.074,34.1,389.24,0.5891,0.2713,0.079,8.6922,560.6,566.1,3338353.24,3371105.61
57.85,91.37,110.28,73.82,38.97,7.17,9464,1.098,25.8,379.46,0.3932,0.2906,0.1945,9.1554,524.14,524.31,4960480.14,4962054.7
200.29,101.67,150.39,41.76,22.01,31.27,8042,1.115,30.3,547.39,0.5516,0.2747,0.0763,8.9926,795.27,775.67,6395584.06,6237958.8
344.96,64.35,128.75,17.03,32.36,31.01,885,1.089,19.4,618.46,0.6618,0.2082,0.0275,6.7867,804.16,847.95,711683.82,750439.02
39.58,69.37,162.19,58.93,41.13,30.69,4798,1.015,8.0,401.89,0.2711,0.4036,0.1466,8.4762,440.55,472.63,2113767.62,2267673.25
118.37,59.27,88.07,56.49,50.12,10.71,5077,1.031,8.2,383.03,0.4638,0.2299,0.1475,8.5327,427.29,456.49,2169331.29,2317620.56
145.15,43.94,165.51,27.74,19.37,29.28,3130,1.026,7.2,430.99,0.4387,0.384,0.0644,8.0491,474.03,496.21,1483725.9,1553127.46
200.77,113.47,33.24,27.44,58.44,24.04,8221,1.027,24.9,457.4,0.687,0.0727,0.06,9.0146,586.72,618.95,4823404.57,5088396.65
334.99,117.2,59.0,64.16,48.79,29.96,916,1.07,40.8,654.1,0.6913,0.0902,0.0981,6.8211,985.44,1019.59,902663.86,933945.85
300.7,32.75,40.94,31.76,14.22,3.69,9294,1.061,41.0,424.06,0.7863,0.0965,0.0749,9.1372,634.4,641.33,5896095.02,5960560.75
66.18,81.5,91.26,78.84,46.41,36.86,4044,1.096,43.6,401.05,0.3682,0.2276,0.1966,8.3052,631.19,646.15,2552552.37,2613033.65
100.12,95.85,153.09,50.77,16.14,34.1,1972,1.007,9.5,450.07,0.4354,0.3401,0.1128,7.5873,496.28,552.1,978657.13,1088740.53
267.97,29.82,33.06,47.08,6.23,28.85,4215,1.096,9.0,413.01,0.721,0.08,0.114,8.3466,493.4,515.51,2079673.69,2172882.76
171.34,114.99,32.06,24.63,39.78,23.37,4561,1.094,32.0,406.17,0.705,0.0789,0.0606,8.4255,586.54,591.28,2675217.94,2696844.26
54.13,38.01,125.8,21.11,34.54,39.19,1923,1.043,27.7,312.78,0.2946,0.4022,0.0675,7.5622,416.6,462.18,801112.42,888780.48
227.53,44.27,90.04,15.76,27.68,23.07,6210,1.049,32.6,428.35,0.6345,0.2102,0.0368,8.7341,595.82,601.67,3700065.26,3736393.59
253.23,54.88,149.33,26.05,37.78,15.67,2650,1.005,33.4,536.94,0.5738,0.2781,0.0485,7.8827,719.86,744.3,1907627.28,1972402.25
54.08,9.74,45.51,77.84,21.2,33.5,4150,1.14,14.4,241.87,0.2639,0.1882,0.3218,8.3311,315.44,325.54,1309064.29,1351008.64
337.39,114.28,149.8,8.66,16.1,6.97,971,1.034,8.9,633.2,0.7133,0.2366,0.0137,6.8794,713.0,760.53,692322.67,738474.33
236.18,113.64,36.6,43.81,24.87,11.67,6929,1.086,33.7,466.77,0.7494,0.0784,0.0939,8.8436,677.74,671.2,4696071.81,4650733.96
199.0,53.13,39.37,28.86,19.86,23.97,8740,1.09,11.8,364.19,0.6923,0.1081,0.0792,9.0758,443.81,459.83,3878892.56,4018873.89
184.98,83.82,78.64,71.43,12.85,34.46,4130,1.001,36.9,466.18,0.5766,0.1687,0.1532,8.3263,638.84,650.64,2638403.5,2687145.48
74.19,54.74,101.26,52.26,35.73,18.51,3889,1.099,41.6,336.69,0.3829,0.3008,0.1552,8.2662,523.95,536.0,2037647.74,2084497.94
252.42,0.56,124.47,24.45,57.57,36.27,6894,1.113,22.0,495.74,0.5103,0.2511,0.0493,8.8386,673.15,655.72,4640665.19,4520519.96
32.29,113.29,29.56,41.02,49.88,3.51,3780,1.015,35.7,269.55,0.5401,0.1097,0.1522,8.2377,371.27,379.04,1403385.63,1432756.53
23.3,21.83,126.85,39.96,29.73,14.63,7002,1.05,9.2,256.3,0.1761,0.4949,0.1559,8.8541,293.87,320.98,2057702.81,2247530.35
83.17,3.59,39.97,26.44,16.8,10.79,8723,1.06,17.6,180.76,0.48,0.2211,0.1463,9.0738,225.33,232.03,1965537.76,2024013.66
224.5,10.2,46.54,39.87,19.45,28.08,3121,1.136,11.7,368.64,0.6367,0.1262,0.1082,8.0462,467.77,485.05,1459915.54,1513832.16
220.35,4.8,170.07,23.99,30.02,23.23,9494,1.123,44.1,472.46,0.4765,0.36,0.0508,9.1585,764.56,782.41,7258686.0,7428169.34
187.2,62.41,42.64,30.39,29.37,9.72,644,1.009,23.2,361.73,0.69,0.1179,0.084,6.4693,449.66,491.64,289582.47,316615.14
29.85,56.12,124.46,50.13,10.66,3.88,2872,1.119,16.0,275.1,0.3125,0.4524,0.1822,7.9631,357.09,375.78,1025564.79,1079244.31
213.05,39.33,143.78,23.37,32.57,2.75,6279,1.065,29.5,454.85,0.5549,0.3161,0.0514,8.7451,627.32,620.9,3938928.14,3898605.6
34.37,17.18,113.46,62.08,26.01,25.1,2109,1.122,27.3,278.2,0.1853,0.4078,0.2231,7.6544,397.35,416.05,838021.12,877459.5
90.32,86.7,141.25,39.42,25.16,26.31,3904,1.014,36.9,409.16,0.4326,0.3452,0.0963,8.27,567.98,573.46,2217401.73,2238783.9
109.65,102.06,59.59,63.09,7.6,16.8,746,1.036,24.7,358.79,0.5901,0.1661,0.1758,6.6161,463.52,496.49,345784.38,370384.84
234.06,40.63,36.66,5.02,59.15,7.75,2634,1.061,38.1,383.27,0.7167,0.0957,0.0131,7.8766,561.58,584.95,1479209.41,1540759.01
320.43,26.05,74.61,76.64,20.17,26.2,4445,1.137,15.7,544.1,0.6368,0.1371,0.1409,8.3998,715.77,758.9,3181590.75,3373298.67
315.01,45.16,78.18,1.99,18.34,21.5,2954,1.061,42.5,480.18,0.7501,0.1628,0.0041,7.9913,726.0,759.42,2144592.62,2243313.36
93.71,10.11,145.5,51.28,41.48,16.97,1064,1.063,11.2,359.05,0.2892,0.4052,0.1428,6.9707,424.42,477.95,451579.91,508543.48
283.9,92.78,143.87,74.6,49.34,18.88,9118,1.149,41.1,663.37,0.5678,0.2169,0.1125,9.1181,1075.48,1102.6,9806238.63,10053539.49
301.69,50.49,83.7,53.6,41.11,9.52,679,1.026,6.6,540.11,0.6521,0.155,0.0992,6.5221,590.73,644.12,401103.6,437360.77
284.8,16.73,123.55,54.81,40.74,17.07,5924,1.044,39.2,537.7,0.5608,0.2298,0.1019,8.6869,781.41,793.17,4629081.43,4698735.91
189.73,85.77,36.83,69.53,34.18,19.56,138,1.086,13.6,435.6,0.6325,0.0846,0.1596,4.9345,537.4,568.29,74160.92,78423.78
74.87,92.29,23.8,17.81,38.53,29.25,8028,1.004,25.8,276.55,0.6044,0.0861,0.0644,8.9908,349.29,352.26,2804112.16,2827932.7
296.29,80.11,37.44,54.45,56.28,35.48,3113,1.147,37.9,560.05,0.6721,0.0669,0.0972,8.0437,885.84,943.26,2757614.83,2936381.22
250.33,119.43,30.62,29.3,43.8,15.53,7999,1.066,42.3,489.01,0.7561,0.0626,0.0599,8.9872,741.79,763.42,5933562.78,6106633.01
259.78,101.07,165.85,0.68,12.37,3.03,1208,1.065,39.7,542.78,0.6648,0.3056,0.0013,7.0975,807.55,847.67,975521.36,1023979.79
254.19,111.33,61.77,46.74,15.13,39.08,1260,1.119,15.1,528.24,0.692,0.1169,0.0885,7.1397,680.36,743.05,857249.5,936247.99
229.61,19.18,46.33,46.74,52.85,2.27,9692,1.01,25.6,396.98,0.6267,0.1167,0.1177,9.1792,503.59,502.92,4880822.86,4874311.35
129.39,96.79,155.86,50.65,9.23,5.6,156,1.092,6.9,447.52,0.5054,0.3483,0.1132,5.0562,522.41,579.41,81496.21,90388.7
264.53,36.56,51.23,70.58,53.71,11.06,206,1.121,39.0,487.67,0.6174,0.1051,0.1447,5.3327,759.88,805.49,156535.8,165930.23
158.97,36.02,94.4,77.62,47.2,39.08,2412,1.144,28.6,453.29,0.4302,0.2083,0.1712,7.7886,666.87,702.9,1608497.66,1695389.62
84.83,76.76,76.73,74.48,56.88,26.51,5153,1.028,8.2,396.19,0.4079,0.1937,0.188,8.5475,440.68,475.83,2270826.89,2451937.09
108.02,15.18,134.79,53.2,20.46,37.65,9998,1.072,34.4,369.3,0.3336,0.365,0.1441,9.2102,532.08,547.04,5319692.07,5469285.3
237.76,84.2,40.06,36.21,6.52,22.43,8112,1.129,27.7,427.18,0.7537,0.0938,0.0848,9.0012,615.88,618.95,4996014.53,5020947.87
118.05,34.06,68.29,10.46,28.34,13.28,9185,1.062,37.8,272.48,0.5582,0.2506,0.0384,9.1254,398.76,401.81,3662583.42,3690652.98
151.2,53.8,31.43,43.69,36.37,11.4,7524,1.094,29.9,327.89,0.6252,0.0959,0.1332,8.926,465.97,470.44,3505931.54,3539583.14
214.8,98.89,112.27,48.08,7.94,38.31,5797,1.075,39.3,520.29,0.6029,0.2158,0.0924,8.6653,779.12,813.36,4516565.99,4715031.94
244.57,72.57,20.23,68.5,45.19,3.12,2288,1.12,34.5,454.18,0.6983,0.0445,0.1508,7.7359,684.18,701.59,1565396.41,1605248.38
20.47,103.49,60.29,12.34,15.22,18.72,6302,1.102,40.1,230.53,0.5377,0.2615,0.0535,8.7488,355.92,365.27,2242980.92,2301962.69
162.14,21.47,106.01,54.39,40.67,10.48,4485,1.09,19.3,395.16,0.4646,0.2683,0.1376,8.4087,513.85,559.25,2304636.13,2508244.22
267.84,26.97,153.54,35.48,25.75,19.79,4084,1.137,11.8,529.37,0.5569,0.29,0.067,8.3151,672.92,681.57,2748193.62,2783540.89
219.89,110.43,33.19,26.23,50.71,15.64,493,1.067,23.7,456.09,0.7242,0.0728,0.0575,6.2025,601.98,638.38,296777.92,314720.85
343.51,103.16,75.7,45.85,19.27,22.8,9551,1.122,29.7,610.29,0.7319,0.124,0.0751,9.1645,888.11,886.6,8482384.05,8467959.35
283.14,112.49,54.23,4.33,34.88,39.72,1115,1.074,29.7,528.79,0.7482,0.1026,0.0082,7.0175,736.59,765.81,821301.01,853878.59
264.61,109.21,152.67,55.3,11.28,20.53,1013,1.148,39.7,613.6,0.6092,0.2488,0.0901,6.9217,984.06,1027.51,996857.52,1040867.78
29.31,56.37,56.38,52.96,31.93,2.83,5891,1.009,45.0,229.78,0.3729,0.2454,0.2305,8.6814,336.18,356.72,1980434.19,2101416.84
257.9,18.0,92.03,56.85,12.21,27.67,5275,1.089,41.4,464.66,0.5938,0.1981,0.1223,8.5709,715.5,724.57,3774288.04,3822124.08
90.94,24.26,69.68,11.27,57.87,21.22,3401,1.145,40.5,275.24,0.4185,0.2532,0.0409,8.1321,442.79,452.66,1505913.38,1539498.02
39.56,36.08,113.28,1.29,23.36,10.53,7243,1.102,11.2,224.1,0.3375,0.5055,0.0058,8.8879,274.62,283.28,1989054.69,2051781.08
277.14,36.13,161.76,29.69,31.23,13.82,5525,1.046,24.6,549.77,0.5698,0.2942,0.054,8.6172,716.52,750.04,3958795.31,4143994.61
280.38,118.28,116.35,47.73,41.9,9.18,7853,1.145,41.6,613.82,0.6495,0.1896,0.0778,8.9688,995.2,1029.61,7815294.94,8085551.81
259.58,109.4,67.65,23.98,34.42,20.96,1931,1.132,14.1,515.99,0.7151,0.1311,0.0465,7.5663,666.46,706.22,1286932.09,1363717.52
67.95,57.46,159.57,68.56,58.94,11.31,9482,1.062,21.3,423.79,0.2959,0.3765,0.1618,9.1573,545.93,576.12,5176497.08,5462736.32
252.83,115.28,151.24,27.19,38.99,26.66,7448,1.071,30.4,612.19,0.6013,0.247,0.0444,8.9158,854.97,866.87,6367852.0,6456482.22
178.03,71.7,84.46,11.5,39.07,37.77,7495,1.046,41.0,422.53,0.591,0.1999,0.0272,8.9221,623.17,639.56,4670678.61,4793473.13
144.76,43.03,58.33,8.52,21.52,5.38,2233,1.147,32.6,281.54,0.667,0.2072,0.0303,7.7115,428.2,446.2,956171.45,996354.35
42.22,105.68,24.55,33.68,20.39,21.04,5016,1.126,26.8,247.56,0.5974,0.0992,0.136,8.5206,353.46,365.21,1772946.56,1831901.71
139.11,74.65,109.05,53.82,58.83,29.01,7224,1.045,7.9,464.47,0.4602,0.2348,0.1159,8.8853,523.72,518.86,3783320.56,3748245.06
166.63,114.44,124.13,33.07,5.72,3.17,8197,1.053,34.4,447.16,0.6286,0.2776,0.074,9.0116,632.84,644.3,5187349.65,5281307.71
162.38,62.7,114.99,48.46,14.63,37.97,6188,1.063,31.2,441.13,0.5102,0.2607,0.1099,8.7305,615.22,636.21,3807009.83,3936888.53
78.14,106.11,87.81,19.35,41.39,19.17,1939,1.109,15.0,351.97,0.5235,0.2495,0.055,7.5704,448.88,473.8,870387.9,918702.84
51.77,34.51,117.4,46.61,59.02,32.09,6413,1.096,7.3,341.4,0.2527,0.3439,0.1365,8.7662,401.49,415.29,2574749.8,2663271.96
329.13,112.21,39.54,71.93,11.21,2.19,5341,1.093,19.3,566.21,0.7795,0.0698,0.127,8.5834,738.31,749.66,3943308.17,4003951.52
58.56,27.23,66.25,57.89,11.91,8.38,6757,1.047,11.9,230.22,0.3726,0.2878,0.2515,8.8185,269.72,286.78,1822526.02,1937742.86
210.82,111.26,162.09,36.75,56.84,10.34,2185,1.149,41.8,588.1,0.5477,0.2756,0.0625,7.6898,958.18,985.17,2093624.93,2152590.61
