total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
74.304,0.6751,76,0.6905,16.0744,3.6512,1.0228,34.56,2.15,1.57,0.43,30.51
55.792,1.3545,39,0.9468,46.1091,1.2286,0.699,50.72,1.1,1.29,1.05,5.47
45.0036,1.2213,24,0.6513,17.1481,3.5085,0.5333,27.78,1.62,2.07,0.59,35.7
70.2936,0.8085,67,0.7706,28.8846,6.6,0.9531,45.06,1.56,2.31,0.35,23.7
421.4912,0.6815,244,0.3945,47.4631,0.3241,0.5789,141.44,2.98,0.47,1.45,61.42
404.1744,1.6159,123,0.4918,53.058,1.2655,0.3043,146.44,2.76,1.43,1.13,49.75
27.8135,0.78,23,0.645,13.6014,1.2821,0.8269,19.45,1.43,1.0,0.78,33.59
421.001,0.126,1003,0.3002,56.0766,1.4,2.3824,153.65,2.74,0.42,0.3,69.87
91.6296,2.448,19,0.5076,42.9863,2.3529,0.2074,62.76,1.46,2.4,1.02,48.73
49.98,1.287,17,0.4378,22.2133,0.6294,0.3401,33.32,1.5,0.9,1.43,54.29
293.4704,1.9482,65,0.4315,33.047,1.8725,0.2215,98.48,2.98,1.91,1.02,58.71
188.0625,1.92,84,0.8576,120.36,1.3333,0.4467,150.45,1.25,1.6,1.2,14.55
255.8655,3.056,37,0.4419,93.9818,1.1938,0.1446,155.07,1.65,1.91,1.5999999999999999,57.24
403.0558,0.3652,378,0.3425,85.5945,0.5301,0.9378,185.74,2.17,0.44,0.83,65.82
174.7434,0.93,100,0.5322,105.0078,0.6048,0.5723,135.46,1.29,0.75,1.24,48.17
189.1264,0.3379,202,0.3609,35.1379,3.5161,1.0681,81.52,2.32,1.09,0.31,63.66
79.5267,3.6309,15,0.6848,10.3646,1.6803,0.1886,28.71,2.77,2.47,1.47,30.62
563.0216,0.3591,1283,0.8183,64.2601,0.9048,2.2788,190.21,2.96,0.57,0.63,16.68
336.6956,0.2622,1156,0.9002,56.5533,4.9565,3.4334,137.99,2.44,1.14,0.23,9.25
447.3911,0.882,354,0.6979,73.332,0.9184,0.7913,181.13,2.47,0.9,0.98,30.61
303.1944,0.684,385,0.8686,58.3246,2.1053,1.2698,132.98,2.28,1.2,0.57,11.19
220.5569,0.3276,470,0.6981,79.0838,2.1538,2.131,132.07,1.67,0.84,0.39,29.89
267.7136,1.3505,137,0.6911,59.566,2.5342,0.5117,126.28,2.12,1.85,0.73,30.12
163.254,1.281,68,0.5336,57.1598,2.6143,0.4165,96.6,1.69,1.83,0.7,48.4
347.7435,2.2624,68,0.4424,71.1991,2.2178,0.1955,157.35,2.21,2.24,1.01,54.83
92.1856,0.24,187,0.4868,85.2308,2.6667,2.0285,88.64,1.04,0.8,0.3,49.36
203.3117,0.54,147,0.3904,191.6408,9.375,0.723,197.39,1.03,2.25,0.24,61.76
399.304,2.142,165,0.8851,49.507,2.6444,0.4132,140.6,2.84,2.38,0.9,11.52
154.1272,2.9524,27,0.5172,17.5912,2.0165,0.1752,52.07,2.96,2.44,1.21,48.31
225.974,2.3625,65,0.6796,115.2929,1.2963,0.2876,161.41,1.4,1.75,1.3499999999999999,33.97
447.4197,2.265,89,0.4506,60.033,1.0067,0.1989,163.89,2.73,1.51,1.5,54.53
116.7146,0.4698,74,0.2979,46.7532,6.4444,0.634,73.87,1.58,1.74,0.27,69.43
49.3225,0.7072,21,0.3011,41.5138,0.6538,0.4258,45.25,1.09,0.68,1.04,71.82
29.3788,0.576,43,0.8431,5.0165,0.3516,1.4636,12.14,2.42,0.45,1.28,17.05
101.3696,2.7565,21,0.571,28.6809,1.2416,0.2072,53.92,1.88,1.85,1.49,44.35
23.8206,0.7192,20,0.6038,7.8678,8.5517,0.8396,13.69,1.74,2.48,0.29,39.63
188.922,1.4124,67,0.5009,55.2,3.2424,0.3546,102.12,1.85,2.14,0.66,49.67
11.3464,0.8851,4,0.312,10.4904,3.1509,0.3525,10.91,1.04,1.67,0.53,68.58
412.68,1.974,75,0.3588,79.386,1.0071,0.1817,181.0,2.28,1.41,1.4,62.19
265.3807,0.6726,258,0.6539,92.9172,0.4831,0.9722,157.03,1.69,0.57,1.18,33.2
385.6026,0.4028,667,0.6967,67.5063,2.7895,1.7298,161.34,2.39,1.06,0.38,29.15
338.2464,0.9165,201,0.5446,91.7552,0.461,0.5942,176.17,1.92,0.65,1.41,46.72
413.7743,1.5695,193,0.7321,51.6643,2.9452,0.4664,146.21,2.83,2.15,0.73,28.31
173.8842,2.3871,48,0.6589,98.3008,2.0092,0.276,130.74,1.33,2.19,1.09,35.67
198.275,1.176,89,0.5279,186.8932,1.2245,0.4489,192.5,1.03,1.2,0.98,45.87
154.891,1.701,49,0.5381,128.0091,1.5429,0.3164,140.81,1.1,1.62,1.05,47.52
339.1281,0.748,340,0.7499,79.1449,1.6176,1.0026,163.83,2.07,1.1,0.68,25.87
170.4352,0.3624,141,0.2998,34.8959,6.2917,0.8273,77.12,2.21,1.51,0.24,69.53
77.4489,1.2155,46,0.7219,30.6352,1.6824,0.5939,48.71,1.59,1.43,0.85,29.53
314.6052,3.1365,31,0.3091,43.8022,1.3399,0.0985,117.39,2.68,2.05,1.53,70.18
177.6666,0.5796,202,0.659,77.9205,2.7391,1.137,117.66,1.51,1.26,0.46,34.99
14.2562,0.8162,11,0.6298,10.0672,2.9057,0.7716,11.98,1.19,1.54,0.53,38.64
207.3638,0.4862,232,0.544,97.2808,10.0455,1.1188,142.03,1.46,2.21,0.22,44.46
193.6044,1.1176,83,0.4791,111.1136,0.6929,0.4287,146.67,1.32,0.88,1.27,50.93
423.4132,0.9768,293,0.6759,63.1197,5.0455,0.692,163.48,2.59,2.22,0.44,33.29
30.592,0.5253,55,0.9444,4.668,0.4951,1.7979,11.95,2.56,0.51,1.03,4.96
57.049,2.119,10,0.3714,18.0056,0.7975,0.1753,32.05,1.78,1.3,1.63,63.34
532.521,3.224,61,0.3693,60.3704,1.3419,0.1145,179.3,2.97,2.08,1.55,62.89
423.4104,2.6062,89,0.5478,66.6746,0.9458,0.2102,168.02,2.52,1.57,1.66,44.59
185.8752,1.7466,44,0.4135,37.0446,2.5976,0.2367,82.98,2.24,2.13,0.82,58.78
155.0514,0.392,304,0.7686,86.3507,2.45,1.9606,115.71,1.34,0.98,0.4,23.34
303.2219,1.6644,84,0.4611,41.2878,2.8816,0.277,111.89,2.71,2.19,0.76,55.55
160.7813,0.938,155,0.9043,83.2158,0.5224,0.964,115.67,1.39,0.7,1.3399999999999999,10.19
198.268,3.5088,34,0.6017,23.2534,1.186,0.1715,67.9,2.92,2.04,1.72,38.6
11.561,2.0007,4,0.6922,9.5545,3.0494,0.346,10.51,1.1,2.47,0.81,32.34
30.4266,1.6023,18,0.9479,23.4123,1.3486,0.5916,26.69,1.14,1.47,1.0899999999999999,5.88
217.74,0.2975,248,0.3388,54.435,0.4118,1.139,108.87,2.0,0.35,0.85,66.28
479.3643,0.2627,822,0.4505,56.6082,1.9189,1.7148,164.73,2.91,0.71,0.37,55.9
74.679,1.8819,19,0.4788,21.586,1.2439,0.2544,40.15,1.86,1.53,1.23,50.76
48.9418,2.1204,17,0.7365,10.6869,1.6316,0.3474,22.87,2.14,1.86,1.14,28.27
288.3336,1.0234,129,0.4579,58.5045,5.5349,0.4474,129.88,2.22,2.38,0.43,53.91
362.6304,1.5824,209,0.912,103.7005,2.1395,0.5763,193.92,1.87,1.84,0.86,9.23
248.6691,0.468,253,0.4762,28.9659,0.7692,1.0174,84.87,2.93,0.6,0.78,53.08
62.3007,0.6156,68,0.6719,13.2304,8.4444,1.0915,28.71,2.17,2.28,0.27,31.36
31.85,1.157,14,0.5086,4.7115,0.3652,0.4396,12.25,2.6,0.65,1.78,47.29
227.562,2.3506,88,0.909,78.7412,1.1027,0.3867,133.86,1.7,1.61,1.46,9.65
94.9648,0.21,378,0.8359,15.9508,0.5833,3.9804,38.92,2.44,0.35,0.6,17.11
184.2268,1.674,63,0.5725,119.8145,2.0667,0.342,148.57,1.24,1.86,0.9,40.9
169.128,3.1584,29,0.5416,29.3625,1.5887,0.1715,70.47,2.4,2.24,1.41,46.46
341.7505,1.164,100,0.3406,50.9459,0.8083,0.2926,131.95,2.59,0.97,1.2,64.4
210.9798,0.4752,331,0.7455,27.1039,0.6136,1.5689,75.62,2.79,0.54,0.88,26.6
102.7548,1.5587,23,0.3489,23.9807,1.3119,0.2238,49.64,2.07,1.43,1.09,65.37
240.541,1.702,114,0.8066,40.0735,0.777,0.4739,98.18,2.45,1.15,1.48,19.77
402.042,0.7363,439,0.804,81.5766,5.3784,1.0919,181.1,2.22,1.99,0.37,20.14
471.582,0.31,428,0.2814,77.9268,0.8065,0.9076,191.7,2.46,0.5,0.62,71.17
226.6091,3.013,21,0.2792,58.3909,1.7557,0.0927,115.03,1.97,2.3,1.31,74.02
18.1158,1.0608,4,0.2342,2.361,1.0196,0.2208,6.54,2.77,1.04,1.02,75.72
17.4997,0.3626,15,0.3108,16.4951,0.3776,0.8572,16.99,1.03,0.37,0.98,68.25
265.0386,0.5394,425,0.8649,65.602,6.4138,1.6035,131.86,2.01,1.86,0.29,14.03
250.9278,0.294,395,0.4628,49.1283,0.3061,1.5742,111.03,2.26,0.3,0.98,54.13
449.5269,1.1658,226,0.5861,82.8026,3.4655,0.5028,192.93,2.33,2.01,0.58,41.66
497.85,3.2058,53,0.3413,79.656,1.708,0.1065,199.14,2.5,2.34,1.37,67.19
49.395,0.5214,71,0.7495,10.0225,1.197,1.4374,22.25,2.22,0.79,0.66,26.2
266.013,1.692,92,0.5852,97.7091,3.2639,0.3458,161.22,1.65,2.35,0.72,40.94
358.965,1.0658,147,0.4365,49.2407,2.0,0.4095,132.95,2.7,1.46,0.73,56.89
205.7656,1.6541,54,0.4341,133.8226,1.1681,0.2624,165.94,1.24,1.39,1.19,55.53
149.8095,0.8058,84,0.4518,82.2,1.2911,0.5607,110.97,1.35,1.02,0.79,54.22
32.1912,0.4403,19,0.2599,7.7353,3.2162,0.5902,15.78,2.04,1.19,0.37,73.25
171.0604,2.2512,22,0.2895,43.196,0.7976,0.1286,85.96,1.99,1.34,1.68,71.16
193.9608,1.8036,92,0.8555,31.5363,0.6467,0.4743,78.21,2.48,1.08,1.67,14.54
209.5992,0.909,107,0.464,125.9535,0.8911,0.5105,162.48,1.29,0.9,1.01,54.45
278.019,0.2058,613,0.4538,38.137,4.6667,2.2049,102.97,2.7,0.98,0.21,53.99
215.5848,2.2317,42,0.4348,72.8721,1.3411,0.1948,125.34,1.72,1.73,1.29,57.9
119.1672,0.429,177,0.6372,45.4074,6.3462,1.4853,73.56,1.62,1.65,0.26,37.15
205.971,0.909,97,0.4281,102.1479,1.1222,0.4709,145.05,1.42,1.01,0.9,57.43
422.6688,3.3532,69,0.5474,50.9583,1.2169,0.1632,146.76,2.88,2.02,1.66,47.15
191.7796,0.4223,399,0.8786,27.7262,2.5122,2.0805,72.92,2.63,1.03,0.41,11.75
22.9805,0.6018,10,0.2619,2.6407,2.3137,0.4352,7.79,2.95,1.18,0.51,75.0
188.34,0.7668,126,0.513,28.2946,0.3803,0.669,73.0,2.58,0.54,1.42,48.04
302.1696,1.7346,113,0.6487,90.2295,1.8061,0.374,165.12,1.83,1.77,0.98,34.68
105.7518,1.144,55,0.595,89.0092,1.0577,0.5201,97.02,1.09,1.1,1.04,39.98
87.5088,1.1392,64,0.8332,42.2014,1.4382,0.7314,60.77,1.44,1.28,0.89,17.15
208.51,0.936,106,0.4758,99.1724,1.1556,0.5084,143.8,1.45,1.04,0.9,51.44
133.3625,0.2256,283,0.4787,85.352,1.0213,2.122,106.69,1.25,0.48,0.47,51.24
152.25,2.3865,35,0.5486,113.1466,1.9369,0.2299,131.25,1.16,2.15,1.1099999999999999,45.68
149.6724,1.5052,79,0.7945,121.4775,1.3396,0.5278,134.84,1.11,1.42,1.06,20.01
58.203,1.4027,18,0.4338,19.2241,0.4911,0.3093,33.45,1.74,0.83,1.69,57.44
234.1465,2.292,47,0.4601,39.0082,1.5917,0.2007,95.57,2.45,1.91,1.2,54.28
133.722,1.1594,75,0.6503,25.7237,3.0161,0.5609,58.65,2.28,1.87,0.62,36.12
352.45,0.9345,252,0.6682,49.812,0.8476,0.715,132.5,2.66,0.89,1.05,33.72
366.9369,2.5194,49,0.3364,58.243,2.4216,0.1335,146.19,2.51,2.47,1.02,65.67
365.5719,1.8231,163,0.8129,80.5775,0.5819,0.4459,171.63,2.13,1.03,1.77,16.97
302.3475,0.7095,164,0.3848,79.5128,2.3455,0.5424,155.05,1.95,1.29,0.55,62.93
259.806,0.5355,187,0.3854,71.9684,2.6444,0.7198,136.74,1.9,1.19,0.45,61.71
426.9041,0.7518,534,0.9404,90.659,4.2619,1.2509,196.73,2.17,1.79,0.42,5.05
74.3995,0.0975,645,0.8453,18.0542,1.56,8.6694,36.65,2.03,0.39,0.25,14.37
152.3068,2.431,42,0.6704,69.5338,1.1888,0.2758,102.91,1.48,1.7,1.43,33.57
306.4292,1.7199,124,0.696,129.2078,1.2564,0.4047,198.98,1.54,1.47,1.17,29.68
203.4747,3.15,44,0.6812,23.0673,1.6071,0.2162,68.51,2.97,2.25,1.4,32.44
310.4676,1.0823,94,0.3277,43.5506,0.5766,0.3028,116.28,2.67,0.79,1.37,67.97
45.3606,2.5288,15,0.8362,34.9035,2.1284,0.3307,39.79,1.14,2.32,1.0899999999999999,14.55
228.2256,0.7515,250,0.8232,38.6502,3.7111,1.0954,93.92,2.43,1.67,0.45,18.77
44.8382,0.8023,17,0.3042,14.1517,1.5915,0.3791,25.19,1.78,1.13,0.71,71.2
227.7046,1.3376,103,0.6051,163.5339,2.3158,0.4523,192.97,1.18,1.76,0.76,39.19
555.0031,2.8222,60,0.3051,70.2883,1.5036,0.1081,197.51,2.81,2.06,1.37,69.47
52.899,1.5892,22,0.6609,22.3052,1.181,0.4159,34.35,1.54,1.37,1.16,33.71
249.3674,0.1281,1748,0.8979,132.8613,2.9048,7.0097,182.02,1.37,0.61,0.21,11.99
163.6944,0.3168,157,0.3038,40.5174,6.5455,0.9591,81.44,2.01,1.44,0.22,68.91
95.098,1.8645,34,0.6666,32.9059,0.6848,0.3575,55.94,1.7,1.13,1.65,33.25
233.0207,0.4906,258,0.5432,66.6364,10.1364,1.1072,124.61,1.87,2.23,0.22,46.63
372.4224,1.5811,133,0.5646,74.2232,1.6804,0.3571,166.26,2.24,1.63,0.97,44.06
315.5976,0.7644,158,0.3827,107.9298,2.8269,0.5006,184.56,1.71,1.47,0.52,59.77
255.5222,0.497,195,0.3793,112.0662,4.0571,0.7631,169.22,1.51,1.42,0.35,63.47
61.5424,1.1439,29,0.539,37.5625,0.7561,0.4712,48.08,1.28,0.93,1.23,46.18
13.5436,0.6468,9,0.4298,3.5255,1.0909,0.6645,6.91,1.96,0.84,0.77,56.18
136.63,0.3822,250,0.6993,20.2115,0.398,1.8298,52.55,2.6,0.39,0.98,30.4
77.4341,3.6411,15,0.7053,11.7237,1.4403,0.1937,30.13,2.57,2.29,1.59,30.3
123.172,0.3213,308,0.8034,27.4057,7.2857,2.5006,58.1,2.12,1.53,0.21,18.34
196.614,0.2849,249,0.3608,107.8815,2.0811,1.2664,145.64,1.35,0.77,0.37,65.65
126.522,0.5871,113,0.5244,108.4722,0.5534,0.8931,117.15,1.08,0.57,1.03,46.32
221.392,0.5544,180,0.4507,117.9562,4.2778,0.813,161.6,1.37,1.54,0.36,54.99
210.8445,0.36,424,0.7239,171.1261,0.6944,2.011,189.95,1.11,0.5,0.72,28.19
140.4578,2.7161,22,0.4254,17.0523,1.1019,0.1566,48.94,2.87,1.73,1.57,56.26
130.9984,0.884,88,0.5938,30.2788,0.4779,0.6718,62.98,2.08,0.65,1.36,41.72
220.2032,0.6837,300,0.9315,175.5446,2.434,1.3624,196.61,1.12,1.29,0.53,7.12
22.0215,0.9198,18,0.7518,3.1358,0.4315,0.8174,8.31,2.65,0.63,1.46,22.9
191.455,2.385,28,0.3488,22.0,1.06,0.1462,64.9,2.95,1.59,1.5,63.92
348.9312,1.1934,206,0.7046,67.1228,0.8718,0.5904,153.04,2.28,1.02,1.17,30.8
244.86,0.7021,165,0.4731,31.2321,0.4958,0.6739,87.45,2.8,0.59,1.19,51.15
57.7096,0.4482,56,0.4349,53.3558,1.537,0.9704,55.49,1.04,0.83,0.54,54.7
83.827,0.2592,285,0.8812,29.0059,1.125,3.3999,49.31,1.7,0.54,0.48,13.28
116.571,0.9353,56,0.4493,15.641,4.234,0.4804,42.7,2.73,1.99,0.47,55.94
420.93,0.9222,317,0.6945,83.1467,0.3648,0.7531,187.08,2.25,0.58,1.59,29.82
455.1952,1.6576,104,0.3787,56.4366,3.027,0.2285,160.28,2.84,2.24,0.74,64.04
43.8368,0.7424,37,0.6266,24.782,0.5517,0.844,32.96,1.33,0.64,1.16,35.76
211.4233,1.5943,113,0.8521,144.405,1.3925,0.5345,174.73,1.21,1.49,1.07,13.79
290.8836,0.5166,143,0.254,124.2614,0.3415,0.4916,190.12,1.53,0.42,1.23,75.28
96.096,1.7836,17,0.3155,11.7483,1.8571,0.1769,33.6,2.86,1.82,0.98,68.48
52.767,0.7344,29,0.4036,31.2231,5.6667,0.5496,40.59,1.3,2.04,0.36,59.86
370.3403,0.8568,100,0.2314,95.4264,1.8529,0.27,187.99,1.97,1.26,0.68,78.81
534.6438,1.925,159,0.5725,67.2305,0.6286,0.2974,189.59,2.82,1.1,1.75,42.06
179.231,0.3926,196,0.4293,36.6968,5.8077,1.0936,81.1,2.21,1.51,0.26,57.84
171.744,0.1536,295,0.2638,119.2667,0.6667,1.7177,143.12,1.2,0.32,0.48,73.76
78.0948,0.484,72,0.4462,49.1905,0.3306,0.922,61.98,1.26,0.4,1.21,54.0
291.456,0.3384,394,0.4575,94.0909,2.6111,1.3518,165.6,1.76,0.94,0.36,54.54
202.7784,0.4125,393,0.7995,116.3788,3.7879,1.9381,153.62,1.32,1.25,0.33,21.71
47.1555,2.08,8,0.3529,25.8741,1.2308,0.1697,34.93,1.35,1.6,1.3,62.88
456.3614,2.196,61,0.2935,71.2964,2.7111,0.1337,180.38,2.53,2.44,0.9,69.95
393.5602,0.6901,439,0.7698,47.1211,0.6505,1.1155,136.18,2.89,0.67,1.03,25.02
82.2528,1.7082,18,0.3738,9.9167,0.8014,0.2188,28.56,2.88,1.17,1.46,61.56
144.478,0.5064,84,0.2944,20.5736,8.7917,0.5814,54.52,2.65,2.11,0.24,70.19
168.9948,0.5831,265,0.9144,68.5605,2.4286,1.5681,107.64,1.57,1.19,0.49,9.08
202.4064,0.345,307,0.5233,31.873,6.5217,1.5168,80.32,2.52,1.5,0.23,48.77
287.91,2.7537,53,0.5069,94.0114,1.4672,0.1841,164.52,1.75,2.01,1.37,47.83
29.5504,3.3252,5,0.5626,4.6166,1.2515,0.1692,11.68,2.53,2.04,1.63,45.22
25.254,0.882,22,0.7684,7.541,0.9184,0.8711,13.8,1.83,0.9,0.98,21.24
443.5578,0.4968,380,0.4256,55.7766,1.7037,0.8567,157.29,2.82,0.92,0.54,56.98
128.7936,0.522,203,0.8228,119.0769,0.6897,1.5762,123.84,1.04,0.6,0.87,16.68
128.1156,1.2596,48,0.4719,22.0581,2.806,0.3747,53.16,2.41,1.88,0.67,52.28
105.75,4.1712,19,0.7494,20.8889,1.3466,0.1797,47.0,2.25,2.37,1.76,26.61
431.1604,3.8356,70,0.6227,90.7248,1.2965,0.1624,197.78,2.18,2.23,1.72,36.83
131.5488,2.0468,51,0.7935,16.3099,1.4454,0.3877,46.32,2.84,1.72,1.19,22.29
34.0338,2.5074,9,0.6631,19.8321,1.5794,0.2644,25.98,1.31,1.99,1.26,33.87
73.9068,0.7076,81,0.7755,50.4793,0.5259,1.096,61.08,1.21,0.61,1.16,22.58
328.9667,3.275,92,0.9159,41.6619,1.9084,0.2797,117.07,2.81,2.5,1.31,7.69
108.5964,0.7245,118,0.7872,20.8904,1.8254,1.0866,47.63,2.28,1.15,0.63,20.13
74.559,3.0858,10,0.4139,35.4621,1.5971,0.1341,51.42,1.45,2.22,1.39,59.83
157.872,0.707,131,0.5867,22.6515,1.4429,0.8298,59.8,2.64,1.01,0.7,42.6
297.4496,0.2394,539,0.4338,77.4286,1.3571,1.8121,151.76,1.96,0.57,0.42,56.43
288.2275,0.4698,288,0.4694,52.1915,0.6207,0.9992,122.65,2.35,0.54,0.87,53.1
196.243,1.2818,129,0.8426,48.0941,3.8103,0.6573,97.15,2.02,2.21,0.58,15.48
481.399,1.7549,200,0.7291,68.5509,1.4771,0.4155,181.66,2.65,1.61,1.09,25.45
100.9323,1.8444,32,0.5848,81.9189,1.6415,0.317,90.93,1.11,1.74,1.06,40.22
95.511,0.3612,163,0.6164,25.1179,4.6071,1.7066,48.98,1.95,1.29,0.28,37.82
146.8292,1.9314,19,0.2499,54.5915,2.5517,0.1294,89.53,1.64,2.22,0.87,76.46
298.3162,0.7857,301,0.7928,44.471,1.1975,1.009,115.18,2.59,0.97,0.81,19.9
17.2894,1.0764,10,0.6226,2.3029,0.7863,0.5784,6.31,2.74,0.92,1.17,36.19
178.991,2.2468,61,0.7657,88.7676,1.1971,0.3408,126.05,1.42,1.64,1.3699999999999999,21.44
291.1711,2.8919,42,0.4171,58.5516,1.9752,0.1442,130.57,2.23,2.39,1.21,60.09
309.0654,1.272,210,0.8643,105.6959,1.9875,0.6795,180.74,1.71,1.59,0.8,11.65
176.1108,0.8685,126,0.6214,26.4574,4.2889,0.7155,68.26,2.58,1.93,0.45,37.91
149.9817,0.748,179,0.8927,75.4397,0.4044,1.1935,106.37,1.41,0.55,1.3599999999999999,12.62
60.963,1.016,41,0.6833,13.8238,0.6299,0.6725,29.03,2.1,0.8,1.27,32.5
277.2029,1.1664,145,0.6101,31.0067,1.0,0.5231,92.71,2.99,1.08,1.08,39.72
42.2436,1.1712,22,0.6099,5.3121,1.2708,0.5208,14.98,2.82,1.22,0.96,37.76
148.3488,0.5712,110,0.4235,145.4257,2.1961,0.7415,146.88,1.01,1.12,0.51,56.01
177.0138,1.7255,56,0.5459,26.593,2.3882,0.3164,68.61,2.58,2.03,0.85,46.57
365.2524,0.7749,214,0.454,80.507,4.6098,0.5859,171.48,2.13,1.89,0.41,53.34
175.5793,1.9404,57,0.6299,102.313,1.2222,0.3246,134.03,1.31,1.54,1.26,35.41
115.0632,0.6069,70,0.3692,72.4762,2.3333,0.6084,91.32,1.26,1.19,0.51,61.32
194.9218,1.7135,60,0.5274,87.7987,1.2957,0.3078,130.82,1.49,1.49,1.15,49.04
329.9016,0.2516,375,0.286,38.6918,0.4595,1.1367,112.98,2.92,0.34,0.74,73.1
166.9356,0.748,123,0.5511,62.0671,0.4044,0.7368,101.79,1.64,0.55,1.36,46.74
52.5245,2.2568,14,0.6015,11.3628,2.0865,0.2665,24.43,2.15,2.17,1.04,40.02
79.8098,3.9338,16,0.7886,16.7936,1.2416,0.2005,36.61,2.18,2.21,1.78,23.1
22.0816,0.4512,13,0.2656,10.0811,7.8333,0.5887,14.92,1.48,1.88,0.24,72.33
243.6046,1.5295,152,0.9543,65.399,1.6947,0.624,126.22,1.93,1.61,0.95,6.19
124.1984,1.4,30,0.3382,20.1935,2.1875,0.2415,50.08,2.48,1.75,0.8,67.38
181.7536,1.6692,40,0.3674,144.8929,1.4579,0.2201,162.28,1.12,1.56,1.07,64.75
227.5176,2.6703,61,0.7159,28.6099,1.6047,0.2681,80.68,2.82,2.07,1.29,26.75
60.9686,2.685,9,0.3964,9.0888,0.838,0.1476,23.54,2.59,1.5,1.79,58.99
193.0157,0.437,340,0.7698,27.9049,0.4842,1.7615,73.39,2.63,0.46,0.95,21.51
378.95,0.6391,439,0.7404,46.3287,1.0779,1.1585,132.5,2.86,0.83,0.77,24.59
136.452,2.9223,15,0.3212,18.1752,1.2484,0.1099,49.8,2.74,1.91,1.53,68.08
303.8392,1.239,202,0.8237,79.0918,3.5593,0.6648,155.02,1.96,2.1,0.59,15.82
277.3473,1.3416,145,0.7014,61.1315,1.2404,0.5228,130.21,2.13,1.29,1.04,30.79
154.575,0.348,307,0.6912,98.928,0.9667,1.9861,123.66,1.25,0.58,0.6,31.99
133.4925,3.608,12,0.3243,20.5294,1.3415,0.0899,52.35,2.55,2.2,1.64,67.91
77.6033,2.3079,7,0.2082,13.5858,1.068,0.0902,32.47,2.39,1.57,1.47,78.91
90.75,1.3289,53,0.7761,18.75,1.4124,0.584,41.25,2.2,1.37,0.97,21.08
384.6008,0.2475,1183,0.7613,83.9813,0.8182,3.0759,179.72,2.14,0.45,0.55,25.0
212.6948,0.4484,330,0.6957,142.9016,1.2881,1.5515,174.34,1.22,0.76,0.59,31.79
101.0862,0.8236,67,0.5459,31.9045,1.6338,0.6628,56.79,1.78,1.16,0.71,45.78
250.1252,0.3675,503,0.739,58.9417,0.3333,2.011,121.42,2.06,0.35,1.05,25.89
185.962,1.0758,126,0.7289,94.8786,2.4697,0.6776,132.83,1.4,1.63,0.66,28.46
381.6912,0.6194,175,0.284,54.7652,4.2895,0.4585,144.58,2.64,1.63,0.38,72.68
54.2328,2.1018,16,0.6201,38.9492,2.4301,0.295,45.96,1.18,2.26,0.93,37.94
447.4548,1.1501,186,0.4781,81.7179,4.0943,0.4157,191.22,2.34,2.17,0.53,51.78
199.0326,0.5152,178,0.4608,40.7511,6.5714,0.8943,90.06,2.21,1.84,0.28,53.14
75.429,0.2814,127,0.4738,8.969,6.381,1.6837,26.01,2.9,1.34,0.21,54.07
449.2944,0.4752,399,0.422,74.2439,8.25,0.8881,182.64,2.46,1.98,0.24,57.78
244.76,0.312,346,0.4411,54.9763,0.7385,1.4136,116.0,2.11,0.48,0.65,57.22
540.232,1.325,379,0.9296,68.9071,4.717,0.7016,192.94,2.8,2.5,0.53,6.27
378.5436,2.2848,106,0.6398,46.9331,1.2353,0.28,133.29,2.84,1.68,1.36,36.16
102.0978,2.6378,14,0.3617,64.3095,1.8017,0.1371,81.03,1.26,2.18,1.21,64.99
65.0592,2.0907,18,0.5784,31.375,2.0495,0.2767,45.18,1.44,2.07,1.01,41.66
214.5408,1.716,50,0.3999,97.9459,0.8392,0.2331,144.96,1.48,1.2,1.43,61.76
180.0476,0.9,86,0.4299,50.9415,0.9,0.4777,95.77,1.88,0.9,1.0,56.61
35.8068,0.8568,28,0.67,7.967,0.8235,0.782,16.89,2.12,0.84,1.02,31.78
186.75,0.5092,190,0.5181,67.7711,0.2836,1.0174,112.5,1.66,0.38,1.34,49.72
219.402,0.363,405,0.6701,52.7206,7.5,1.8459,107.55,2.04,1.65,0.22,31.68
151.044,3.2376,29,0.6216,24.9593,1.6056,0.192,61.4,2.46,2.28,1.42,37.66
218.949,0.4575,192,0.4012,157.2458,7.32,0.8769,185.55,1.18,1.83,0.25,60.79
308.409,1.207,226,0.8845,62.0179,2.3944,0.7328,138.3,2.23,1.7,0.71,9.94
201.7342,0.2508,377,0.4687,55.2984,2.303,1.8688,105.62,1.91,0.76,0.33,53.2
188.0696,0.9408,122,0.6103,81.4013,0.4354,0.6487,123.73,1.52,0.64,1.47,37.25
468.7845,1.012,215,0.4641,53.8678,1.1957,0.4586,158.91,2.95,1.1,0.92,54.48
45.7132,1.7914,15,0.5878,20.5906,1.5943,0.3281,30.68,1.49,1.69,1.06,41.31
237.951,1.6275,118,0.8071,66.6138,0.6774,0.4959,125.9,1.89,1.05,1.55,19.4
285.4339,4.3188,54,0.8171,41.2662,1.3785,0.1892,108.53,2.63,2.44,1.77,18.82
359.1896,2.4426,123,0.8364,63.4118,1.7542,0.3424,150.92,2.38,2.07,1.18,15.75
198.5661,0.8476,114,0.4866,31.5179,0.319,0.5741,79.11,2.51,0.52,1.63,49.75
